rsuIP,ode_timeStamp,Msgcount,TemporaryID,DSecond,Lat,Lon,Elevation,Speed,Heading
10.11.81.22,2022-10-27 12:53:20.598635,1,786BDA84,20517,39.6100216,-105.0912202,1677.4,19.8,0.6
10.11.81.22,2022-10-27 12:53:20.698572,2,786BDA84,20617,39.6100394,-105.0912201,1677.5,19.8,0.5
10.11.81.22,2022-10-27 12:53:20.798639,3,786BDA84,20718,39.6100574,-105.0912198,1677.6,19.8,0.7
10.11.81.22,2022-10-27 12:53:20.898722,4,786BDA84,20819,39.6100755,-105.0912196,1677.6,19.86,0.6
10.11.81.22,2022-10-27 12:53:20.998422,5,786BDA84,20917,39.610093,-105.0912194,1677.6,19.82,0.5
10.11.81.22,2022-10-27 12:53:21.106124,6,786BDA84,21014,39.6101103,-105.0912193,1677.7,19.78,0.7
10.11.81.22,2022-10-27 12:53:21.198487,7,786BDA84,21119,39.610129,-105.091219,1677.8,19.8,0.7
10.11.81.22,2022-10-27 12:53:21.297672,8,786BDA84,21217,39.6101465,-105.0912188,1677.8,19.82,0.6
10.11.81.22,2022-10-27 12:53:21.398252,9,786BDA84,21317,39.6101643,-105.0912185,1677.9,19.78,0.7
10.11.81.22,2022-10-27 12:53:21.498665,10,786BDA84,21418,39.6101824,-105.0912183,1677.9,19.82,0.5
10.11.81.22,2022-10-27 12:53:21.598651,11,786BDA84,21518,39.6102002,-105.091218,1678.0,19.8,0.7
10.11.81.22,2022-10-27 12:53:21.698277,12,786BDA84,21617,39.610218,-105.0912178,1678.0,19.86,0.6
10.11.81.22,2022-10-27 12:53:21.798935,13,786BDA84,21717,39.6102359,-105.0912174,1678.1,19.86,0.9
10.11.81.22,2022-10-27 12:53:21.899526,14,786BDA84,21717,39.6102359,-105.0912174,1678.1,19.86,0.9
10.11.81.22,2022-10-27 12:53:22.005920,15,786BDA84,21817,39.6102535,-105.0912171,1678.1,19.66,0.8
10.11.81.22,2022-10-27 12:53:22.099493,16,786BDA84,21918,39.6102715,-105.0912169,1678.2,19.78,0.6
10.11.81.22,2022-10-27 12:53:22.198547,17,786BDA84,22016,39.6102889,-105.0912163,1678.3,19.76,1.0
10.11.81.22,2022-10-27 12:53:22.298200,18,786BDA84,22117,39.610307,-105.0912162,1678.4,19.86,0.6
10.11.81.22,2022-10-27 12:53:22.399777,19,786BDA84,22217,39.6103249,-105.0912158,1678.4,19.82,0.8
10.11.81.22,2022-10-27 12:53:22.399867,20,786BDA84,22316,39.6103423,-105.0912155,1678.4,19.7,0.8
10.11.81.22,2022-10-27 12:53:22.498861,21,786BDA84,22418,39.6103606,-105.0912154,1678.5,19.78,0.4
10.11.81.22,2022-10-27 12:53:22.601455,22,786BDA84,22517,39.6103782,-105.0912152,1678.6,19.8,0.6
10.11.81.22,2022-10-27 12:53:22.701065,23,786BDA84,22617,39.6103965,-105.0912149,1678.6,20.04,0.6
10.11.81.22,2022-10-27 12:53:22.799857,24,786BDA84,22718,39.6104149,-105.0912147,1678.6,20.14,0.6
10.11.81.22,2022-10-27 12:53:22.899137,25,786BDA84,22819,39.6104332,-105.0912127,1678.7,20.1,2.3
10.11.81.22,2022-10-27 12:53:22.999480,26,786BDA84,22819,39.6104332,-105.0912127,1678.7,20.1,2.3
10.11.81.22,2022-10-27 12:53:23.102501,27,786BDA84,22919,39.6104513,-105.0912115,1678.7,20.12,2.5
10.11.81.22,2022-10-27 12:53:23.198412,28,786BDA84,23014,39.6104691,-105.0912124,1678.9,20.42,0.6
10.11.81.22,2022-10-27 12:53:23.297882,29,786BDA84,23118,39.6104864,-105.0912122,1679.0,19.72,0.7
10.11.81.22,2022-10-27 12:53:23.399238,30,786BDA84,23218,39.6105037,-105.091212,1679.0,19.5,0.7
10.11.81.22,2022-10-27 12:53:23.399890,31,786BDA84,23318,39.6105217,-105.0912119,1679.1,19.7,0.4
10.11.81.22,2022-10-27 12:53:23.498744,32,786BDA84,23418,39.6105394,-105.0912116,1679.2,19.64,0.7
10.11.81.22,2022-10-27 12:53:23.582172,33,786BDA84,23517,39.6105559,-105.0912114,1679.2,19.1,0.5
10.11.81.22,2022-10-27 12:53:23.681637,34,786BDA84,23617,39.6105734,-105.0912115,1679.3,19.24,0.1
10.11.81.22,2022-10-27 12:53:23.797002,35,786BDA84,23719,39.6105923,-105.0912111,1679.4,19.92,0.6
10.11.81.22,2022-10-27 12:53:23.886035,36,786BDA84,23819,39.61061,-105.091211,1679.5,19.8,0.5
10.11.81.22,2022-10-27 12:53:23.982644,37,786BDA84,23819,39.61061,-105.091211,1679.5,19.8,0.5
10.11.81.22,2022-10-27 12:53:24.082420,38,786BDA84,23917,39.610627,-105.0912108,1679.5,19.46,0.5
10.11.81.22,2022-10-27 12:53:24.183603,39,786BDA84,24117,39.6106622,-105.0912104,1679.6,19.44,0.4
10.11.81.22,2022-10-27 12:53:24.282365,40,786BDA84,24117,39.6106622,-105.0912104,1679.6,19.44,0.4
10.11.81.22,2022-10-27 12:53:24.385042,41,786BDA84,24219,39.61068,-105.0912102,1679.7,19.38,0.4
10.11.81.22,2022-10-27 12:53:24.482769,42,786BDA84,24317,39.610697,-105.09121,1679.7,19.32,0.4
10.11.81.22,2022-10-27 12:53:24.582155,43,786BDA84,24416,39.6107142,-105.0912099,1679.8,19.3,0.4
10.11.81.22,2022-10-27 12:53:24.690624,44,786BDA84,24516,39.6107317,-105.0912097,1679.9,19.38,0.5
10.11.81.22,2022-10-27 12:53:24.782761,45,786BDA84,24617,39.6107492,-105.0912095,1679.9,19.26,0.4
10.11.81.22,2022-10-27 12:53:24.882423,46,786BDA84,24718,39.6107667,-105.0912093,1680.0,19.22,0.5
10.11.81.22,2022-10-27 12:53:24.981624,47,786BDA84,24818,39.6107841,-105.0912092,1680.0,19.28,0.2
10.11.81.22,2022-10-27 12:53:25.082429,48,786BDA84,24918,39.6108014,-105.0912091,1680.1,19.22,0.3
10.11.81.22,2022-10-27 12:53:25.095661,49,786BDA84,25015,39.6108183,-105.091209,1680.1,19.22,0.3
10.11.81.22,2022-10-27 12:53:25.182144,50,786BDA84,25118,39.6108361,-105.0912088,1680.2,19.2,0.3
10.11.81.22,2022-10-27 12:53:25.283259,51,786BDA84,25118,39.6108361,-105.0912088,1680.2,19.2,0.3
10.11.81.22,2022-10-27 12:53:25.388061,52,786BDA84,25217,39.6108532,-105.0912087,1680.2,19.18,0.2
10.11.81.22,2022-10-27 12:53:25.481806,53,786BDA84,25316,39.6108703,-105.0912087,1680.3,19.14,0.1
10.11.81.22,2022-10-27 12:53:25.582550,54,786BDA84,25418,39.6108878,-105.0912085,1680.3,19.12,0.4
10.11.81.22,2022-10-27 12:53:25.682028,55,786BDA84,25518,39.6109051,-105.0912086,1680.3,19.14,0.1
10.11.81.22,2022-10-27 12:53:25.782720,56,786BDA84,25618,39.6109222,-105.0912085,1680.4,19.0,0.2
10.11.81.22,2022-10-27 12:53:25.783102,57,786BDA84,25716,39.610939,-105.0912083,1680.4,19.04,0.4
10.11.81.22,2022-10-27 12:53:25.891014,58,786BDA84,25816,39.6109563,-105.0912082,1680.4,19.08,0.2
10.11.81.22,2022-10-27 12:53:25.981960,59,786BDA84,25917,39.6109736,-105.091208,1680.5,19.04,0.3
10.11.81.22,2022-10-27 12:53:26.082429,60,786BDA84,26016,39.6109909,-105.0912082,1680.6,19.1,0.1
10.11.81.22,2022-10-27 12:53:26.181805,61,786BDA84,26117,39.6110081,-105.0912081,1680.6,18.98,0.2
10.11.81.22,2022-10-27 12:53:26.282413,62,786BDA84,26217,39.6110252,-105.0912081,1680.7,19.0,0.1
10.11.81.22,2022-10-27 12:53:26.382189,63,786BDA84,26318,39.6110425,-105.0912079,1680.7,18.96,0.3
10.11.81.22,2022-10-27 12:53:26.482069,64,786BDA84,26318,39.6110425,-105.0912079,1680.7,18.96,0.3
10.11.81.22,2022-10-27 12:53:26.591912,65,786BDA84,26418,39.6110595,-105.0912077,1680.7,18.92,0.4
10.11.81.22,2022-10-27 12:53:26.681884,66,786BDA84,26517,39.6110764,-105.0912077,1680.8,18.94,0.2
10.11.81.22,2022-10-27 12:53:26.782740,67,786BDA84,26616,39.6110933,-105.0912076,1680.8,18.92,0.3
10.11.81.22,2022-10-27 12:53:26.882353,68,786BDA84,26717,39.6111105,-105.0912074,1680.9,18.9,0.3
10.11.81.22,2022-10-27 12:53:26.981831,69,786BDA84,26817,39.6111276,-105.0912074,1681.0,18.96,0.2
10.11.81.22,2022-10-27 12:53:27.082892,70,786BDA84,26918,39.6111448,-105.0912071,1681.0,18.9,0.4
10.11.81.22,2022-10-27 12:53:27.182750,71,786BDA84,27015,39.6111613,-105.0912072,1681.0,18.88,0.4
10.11.81.22,2022-10-27 12:53:27.282428,72,786BDA84,27118,39.6111787,-105.0912071,1681.0,18.82,0.3
10.11.81.22,2022-10-27 12:53:27.382258,73,786BDA84,27216,39.6111955,-105.091207,1681.1,18.9,0.3
10.11.81.22,2022-10-27 12:53:27.482031,74,786BDA84,27317,39.6112126,-105.0912068,1681.1,18.86,0.5
10.11.81.22,2022-10-27 12:53:27.582770,75,786BDA84,27418,39.6112299,-105.0912067,1681.2,18.88,0.3
10.11.81.22,2022-10-27 12:53:27.682734,76,786BDA84,27518,39.6112468,-105.0912065,1681.3,18.82,0.4
10.11.81.22,2022-10-27 12:53:27.782642,77,786BDA84,27617,39.6112638,-105.0912065,1681.3,18.9,0.2
10.11.81.22,2022-10-27 12:53:27.811738,78,786BDA84,27717,39.6112809,-105.0912063,1681.3,18.94,0.4
10.11.81.22,2022-10-27 12:53:27.904439,79,786BDA84,27816,39.6112977,-105.0912061,1681.4,18.88,0.5
10.11.81.22,2022-10-27 12:53:28.006753,80,786BDA84,27917,39.6113148,-105.0912061,1681.4,18.86,0.2
10.11.81.22,2022-10-27 12:53:28.105841,81,786BDA84,28016,39.6113317,-105.0912058,1681.4,18.88,0.4
10.11.81.22,2022-10-27 12:53:28.205015,82,786BDA84,28118,39.6113491,-105.0912056,1681.5,18.96,0.4
10.11.81.22,2022-10-27 12:53:28.310885,83,786BDA84,28118,39.6113491,-105.0912056,1681.5,18.96,0.4
10.11.81.22,2022-10-27 12:53:28.403730,84,786BDA84,28218,39.6113662,-105.0912056,1681.5,18.94,0.2
10.11.81.22,2022-10-27 12:53:28.503501,85,786BDA84,28318,39.6113833,-105.0912054,1681.6,19.0,0.4
10.11.81.22,2022-10-27 12:53:28.603006,86,786BDA84,28418,39.6114003,-105.0912054,1681.6,18.92,0.1
10.11.81.22,2022-10-27 12:53:28.702754,87,786BDA84,28516,39.611417,-105.0912051,1681.6,18.94,0.5
10.11.81.22,2022-10-27 12:53:28.803306,88,786BDA84,28617,39.6114343,-105.0912051,1681.6,18.96,0.3
10.11.81.22,2022-10-27 12:53:28.903200,89,786BDA84,28717,39.6114513,-105.0912047,1681.7,18.9,0.7
10.11.81.22,2022-10-27 12:53:28.907815,90,786BDA84,28818,39.6114686,-105.0912047,1681.7,19.0,0.3
10.11.81.22,2022-10-27 12:53:29.002403,91,786BDA84,28917,39.6114854,-105.0912045,1681.8,18.94,0.4
10.11.81.22,2022-10-27 12:53:29.103533,92,786BDA84,29015,39.6115023,-105.0912042,1681.8,18.96,0.4
10.11.81.22,2022-10-27 12:53:29.203294,93,786BDA84,29117,39.6115198,-105.0912039,1681.8,19.02,0.5
10.11.81.22,2022-10-27 12:53:29.304665,94,786BDA84,29218,39.6115371,-105.0912036,1681.9,19.0,0.7
10.11.81.22,2022-10-27 12:53:29.403363,95,786BDA84,29218,39.6115371,-105.0912036,1681.9,19.0,0.7
10.11.81.22,2022-10-27 12:53:29.504351,96,786BDA84,29318,39.6115541,-105.0912035,1681.9,18.92,0.4
10.11.81.22,2022-10-27 12:53:29.614233,97,786BDA84,29516,39.611588,-105.0912033,1682.0,19.0,0.2
10.11.81.22,2022-10-27 12:53:29.703144,98,786BDA84,29516,39.611588,-105.0912033,1682.0,19.0,0.2
10.11.81.22,2022-10-27 12:53:29.803668,99,786BDA84,29617,39.6116053,-105.0912031,1682.0,18.98,0.4
10.11.81.22,2022-10-27 12:53:29.906616,100,786BDA84,29717,39.6116225,-105.0912029,1682.1,19.02,0.3
10.11.81.22,2022-10-27 12:53:29.908712,101,786BDA84,29817,39.6116397,-105.0912028,1682.1,19.04,0.3
10.11.81.22,2022-10-27 12:53:30.103778,102,786BDA84,29918,39.611657,-105.0912027,1682.1,19.04,0.4
10.11.81.22,2022-10-27 12:53:30.324026,104,786BDA84,30118,39.6116913,-105.0912024,1682.2,19.06,0.4
10.11.81.22,2022-10-27 12:53:30.403676,105,786BDA84,30217,39.6117082,-105.0912021,1682.2,19.04,0.5
10.11.81.22,2022-10-27 12:53:30.414800,106,786BDA84,30317,39.6117253,-105.091202,1682.2,18.98,0.5
10.11.81.22,2022-10-27 12:53:30.502989,107,786BDA84,30417,39.6117423,-105.0912018,1682.3,18.96,0.5
10.11.81.22,2022-10-27 12:53:30.575926,108,786BDA84,30516,39.6117594,-105.0912017,1682.3,19.06,0.4
10.11.81.22,2022-10-27 12:53:30.676716,109,786BDA84,30618,39.6117769,-105.0912015,1682.4,19.06,0.5
10.11.81.22,2022-10-27 12:53:30.776467,110,786BDA84,30718,39.6117942,-105.0912013,1682.4,19.12,0.4
10.11.81.22,2022-10-27 12:53:30.880798,111,786BDA84,30816,39.611811,-105.0912011,1682.4,19.08,0.6
10.11.81.22,2022-10-27 12:53:30.976699,112,786BDA84,30816,39.611811,-105.0912011,1682.4,19.08,0.6
10.11.81.22,2022-10-27 12:53:31.076166,113,786BDA84,30916,39.6118282,-105.0912009,1682.4,19.1,0.5
10.11.81.22,2022-10-27 12:53:31.177843,114,786BDA84,31014,39.611845,-105.0912006,1682.5,19.08,0.5
10.11.81.22,2022-10-27 12:53:31.276340,115,786BDA84,31118,39.6118629,-105.0912003,1682.5,19.06,0.7
10.11.81.22,2022-10-27 12:53:31.375768,116,786BDA84,31217,39.61188,-105.0912002,1682.5,19.12,0.5
10.11.81.22,2022-10-27 12:53:31.479532,117,786BDA84,31317,39.6118971,-105.0911999,1682.5,19.08,0.6
10.11.81.22,2022-10-27 12:53:31.577922,118,786BDA84,31418,39.6119145,-105.0911997,1682.5,19.08,0.5
10.11.81.22,2022-10-27 12:53:31.675646,119,786BDA84,31518,39.6119317,-105.0911994,1682.6,19.1,0.7
10.11.81.22,2022-10-27 12:53:31.776584,120,786BDA84,31617,39.6119488,-105.0911992,1682.6,19.14,0.6
10.11.81.22,2022-10-27 12:53:31.875552,121,786BDA84,31717,39.6119661,-105.091199,1682.6,19.16,0.5
10.11.81.22,2022-10-27 12:53:31.976818,122,786BDA84,31816,39.6119831,-105.0911988,1682.7,19.1,0.7
10.11.81.22,2022-10-27 12:53:32.076412,123,786BDA84,31917,39.6120005,-105.0911987,1682.7,19.12,0.4
10.11.81.22,2022-10-27 12:53:32.175609,124,786BDA84,32016,39.6120175,-105.0911983,1682.7,19.12,0.8
10.11.81.22,2022-10-27 12:53:32.187380,125,786BDA84,32118,39.6120351,-105.0911982,1682.8,19.14,0.5
10.11.81.22,2022-10-27 12:53:32.276409,126,786BDA84,32118,39.6120351,-105.0911982,1682.8,19.14,0.5
10.11.81.22,2022-10-27 12:53:32.375756,127,786BDA84,32217,39.6120522,-105.0911979,1682.8,19.14,0.6
10.11.81.22,2022-10-27 12:53:32.476544,0,786BDA84,32317,39.6120694,-105.0911976,1682.8,19.14,0.7
10.11.81.22,2022-10-27 12:53:32.575970,1,786BDA84,32417,39.6120867,-105.0911976,1682.8,19.18,0.4
10.11.81.22,2022-10-27 12:53:32.675740,2,786BDA84,32518,39.6121042,-105.0911973,1682.9,19.2,0.5
10.11.81.22,2022-10-27 12:53:32.776961,3,786BDA84,32618,39.6121215,-105.0911973,1682.9,19.2,0.2
10.11.81.22,2022-10-27 12:53:32.876152,4,786BDA84,32718,39.6121387,-105.0911972,1682.9,19.16,0.4
10.11.81.22,2022-10-27 12:53:32.876329,5,786BDA84,32718,39.6121387,-105.0911972,1682.9,19.16,0.4
10.11.81.22,2022-10-27 12:53:32.977155,6,786BDA84,32817,39.6121557,-105.091197,1682.9,19.14,0.4
10.11.81.22,2022-10-27 12:53:33.081189,7,786BDA84,32917,39.612173,-105.0911968,1682.9,19.16,0.4
10.11.81.22,2022-10-27 12:53:33.176405,8,786BDA84,33015,39.6121899,-105.0911967,1683.0,19.1,0.5
10.11.81.22,2022-10-27 12:53:33.276950,9,786BDA84,33117,39.6122077,-105.0911966,1683.0,19.28,0.4
10.11.81.22,2022-10-27 12:53:33.377111,10,786BDA84,33217,39.6122249,-105.0911963,1683.0,19.18,0.5
10.11.81.22,2022-10-27 12:53:33.476386,11,786BDA84,33316,39.612242,-105.0911963,1683.0,19.16,0.3
10.11.81.22,2022-10-27 12:53:33.577265,12,786BDA84,33417,39.6122594,-105.0911961,1683.0,19.14,0.5
10.11.81.22,2022-10-27 12:53:33.676374,13,786BDA84,33516,39.6122765,-105.091196,1683.1,19.16,0.3
10.11.81.22,2022-10-27 12:53:33.781242,14,786BDA84,33618,39.612294,-105.0911959,1683.1,19.14,0.3
10.11.81.22,2022-10-27 12:53:33.876906,15,786BDA84,33718,39.6123113,-105.0911956,1683.1,19.14,0.6
10.11.81.22,2022-10-27 12:53:33.976064,16,786BDA84,33817,39.6123283,-105.0911956,1683.1,19.14,0.3
10.11.81.22,2022-10-27 12:53:34.076550,17,786BDA84,33917,39.6123456,-105.0911953,1683.1,19.16,0.5
10.11.81.22,2022-10-27 12:53:34.184467,18,786BDA84,34015,39.6123623,-105.0911951,1683.1,19.08,0.4
10.11.81.22,2022-10-27 12:53:34.185120,19,786BDA84,34116,39.6123797,-105.0911949,1683.1,19.1,0.5
10.11.81.22,2022-10-27 12:53:34.276991,20,786BDA84,34217,39.6123971,-105.0911947,1683.1,19.14,0.4
10.11.81.22,2022-10-27 12:53:34.376819,21,786BDA84,34318,39.6124145,-105.0911946,1683.1,19.08,0.3
10.11.81.22,2022-10-27 12:53:34.480072,22,786BDA84,34417,39.6124315,-105.0911942,1683.1,19.12,0.7
10.11.81.22,2022-10-27 12:53:34.576678,23,786BDA84,34417,39.6124315,-105.0911942,1683.1,19.12,0.7
10.11.81.22,2022-10-27 12:53:34.676206,24,786BDA84,34517,39.6124488,-105.0911942,1683.2,19.12,0.3
10.11.81.22,2022-10-27 12:53:34.776621,25,786BDA84,34617,39.612466,-105.0911939,1683.2,19.1,0.5
10.11.81.22,2022-10-27 12:53:34.875970,26,786BDA84,34717,39.6124833,-105.0911937,1683.2,19.18,0.5
10.11.81.22,2022-10-27 12:53:34.976151,27,786BDA84,34818,39.6125006,-105.0911936,1683.2,19.12,0.3
10.11.81.22,2022-10-27 12:53:35.076317,28,786BDA84,34917,39.6125177,-105.0911934,1683.2,19.14,0.5
10.11.81.22,2022-10-27 12:53:35.191552,29,786BDA84,35015,39.6125346,-105.0911931,1683.2,19.16,0.5
10.11.81.22,2022-10-27 12:53:35.191760,30,786BDA84,35117,39.6125524,-105.0911927,1683.2,19.24,0.7
10.11.81.22,2022-10-27 12:53:35.278545,31,786BDA84,35217,39.6125696,-105.0911926,1683.2,19.16,0.5
10.11.81.22,2022-10-27 12:53:35.376481,32,786BDA84,35318,39.612587,-105.0911923,1683.3,19.18,0.7
10.11.81.22,2022-10-27 12:53:35.476038,33,786BDA84,35417,39.6126042,-105.0911922,1683.3,19.2,0.5
10.11.81.22,2022-10-27 12:53:35.576241,34,786BDA84,35417,39.6126042,-105.0911922,1683.3,19.2,0.5
10.11.81.22,2022-10-27 12:53:35.676187,35,786BDA84,35516,39.6126214,-105.091192,1683.3,19.24,0.5
10.11.81.22,2022-10-27 12:53:35.775697,36,786BDA84,35617,39.6126389,-105.0911917,1683.3,19.28,0.6
10.11.81.22,2022-10-27 12:53:35.884086,37,786BDA84,35717,39.6126564,-105.0911917,1683.3,19.32,0.4
10.11.81.22,2022-10-27 12:53:35.976189,38,786BDA84,35817,39.6126736,-105.0911915,1683.3,19.2,0.5
10.11.81.22,2022-10-27 12:53:36.076464,39,786BDA84,35917,39.6126909,-105.0911913,1683.3,19.24,0.5
10.11.81.22,2022-10-27 12:53:36.176249,40,786BDA84,36015,39.6127078,-105.0911912,1683.3,19.24,0.4
10.11.81.22,2022-10-27 12:53:36.275667,41,786BDA84,36116,39.6127253,-105.0911911,1683.3,19.2,0.3
10.11.81.22,2022-10-27 12:53:36.376943,42,786BDA84,36216,39.6127427,-105.091191,1683.3,19.26,0.3
10.11.81.22,2022-10-27 12:53:36.377492,43,786BDA84,36318,39.6127604,-105.0911907,1683.4,19.28,0.5
10.11.81.22,2022-10-27 12:53:36.475968,44,786BDA84,36418,39.6127778,-105.0911907,1683.4,19.26,0.3
10.11.81.22,2022-10-27 12:53:36.576770,45,786BDA84,36418,39.6127778,-105.0911907,1683.4,19.26,0.3
10.11.81.22,2022-10-27 12:53:36.683275,46,786BDA84,36517,39.612795,-105.0911905,1683.4,19.32,0.4
10.11.81.22,2022-10-27 12:53:36.775729,47,786BDA84,36618,39.6128126,-105.0911903,1683.4,19.3,0.4
10.11.81.22,2022-10-27 12:53:36.876523,48,786BDA84,36718,39.61283,-105.0911903,1683.4,19.34,0.2
10.11.81.22,2022-10-27 12:53:36.976124,49,786BDA84,36817,39.6128472,-105.0911901,1683.4,19.28,0.5
10.11.81.22,2022-10-27 12:53:36.979785,50,786BDA84,36918,39.6128648,-105.0911901,1683.5,19.32,0.1
10.11.81.22,2022-10-27 12:53:37.083067,51,786BDA84,37015,39.6128817,-105.0911896,1683.4,19.32,0.5
10.11.81.22,2022-10-27 12:53:37.178214,52,786BDA84,37119,39.6128996,-105.0911894,1683.4,19.26,0.5
10.11.81.22,2022-10-27 12:53:37.379676,54,786BDA84,37318,39.6129343,-105.091189,1683.4,19.32,0.4
10.11.81.22,2022-10-27 12:53:37.380302,53,786BDA84,37217,39.6129167,-105.0911892,1683.4,19.32,0.4
10.11.81.22,2022-10-27 12:53:37.475938,55,786BDA84,37417,39.6129516,-105.0911889,1683.4,19.34,0.3
10.11.81.22,2022-10-27 12:53:37.583088,56,786BDA84,37417,39.6129516,-105.0911889,1683.4,19.34,0.3
10.11.81.22,2022-10-27 12:53:37.676235,57,786BDA84,37517,39.612969,-105.0911886,1683.4,19.36,0.6
10.11.81.22,2022-10-27 12:53:37.775883,58,786BDA84,37616,39.6129863,-105.0911886,1683.4,19.36,0.3
10.11.81.22,2022-10-27 12:53:37.876571,59,786BDA84,37718,39.6130039,-105.0911884,1683.4,19.26,0.4
10.11.81.22,2022-10-27 12:53:37.976384,60,786BDA84,37817,39.6130212,-105.0911881,1683.4,19.32,0.6
10.11.81.22,2022-10-27 12:53:38.082845,61,786BDA84,37917,39.6130387,-105.091188,1683.4,19.44,0.4
10.11.81.22,2022-10-27 12:53:38.176431,62,786BDA84,38015,39.6130558,-105.0911878,1683.4,19.3,0.6
10.11.81.22,2022-10-27 12:53:38.276487,63,786BDA84,38116,39.6130734,-105.0911876,1683.4,19.32,0.5
10.11.81.22,2022-10-27 12:53:38.385066,64,786BDA84,38218,39.6130912,-105.0911872,1683.4,19.38,0.8
10.11.81.22,2022-10-27 12:53:38.478400,65,786BDA84,38318,39.6131086,-105.091187,1683.4,19.36,0.7
10.11.81.22,2022-10-27 12:53:38.587276,66,786BDA84,38416,39.6131258,-105.0911868,1683.4,19.38,0.6
10.11.81.22,2022-10-27 12:53:38.588073,67,786BDA84,38416,39.6131258,-105.0911868,1683.4,19.38,0.6
10.11.81.22,2022-10-27 12:53:38.676866,68,786BDA84,38517,39.6131435,-105.0911864,1683.4,19.42,0.7
10.11.81.22,2022-10-27 12:53:38.776944,69,786BDA84,38617,39.6131609,-105.0911863,1683.4,19.4,0.5
10.11.81.22,2022-10-27 12:53:38.880727,70,786BDA84,38718,39.6131786,-105.091186,1683.4,19.38,0.6
10.11.81.22,2022-10-27 12:53:38.977243,71,786BDA84,38818,39.613196,-105.0911859,1683.4,19.38,0.5
10.11.81.22,2022-10-27 12:53:39.083011,72,786BDA84,38916,39.6132131,-105.0911856,1683.4,19.4,0.6
10.11.81.22,2022-10-27 12:53:39.176505,73,786BDA84,39015,39.6132304,-105.0911855,1683.4,19.38,0.5
10.11.81.22,2022-10-27 12:53:39.276098,74,786BDA84,39117,39.6132482,-105.0911853,1683.4,19.38,0.4
10.11.81.22,2022-10-27 12:53:39.376057,75,786BDA84,39217,39.6132656,-105.0911851,1683.4,19.38,0.5
10.11.81.22,2022-10-27 12:53:39.476386,76,786BDA84,39318,39.6132834,-105.091185,1683.3,19.44,0.4
10.11.81.22,2022-10-27 12:53:39.594913,77,786BDA84,39417,39.6133006,-105.0911847,1683.3,19.38,0.6
10.11.81.22,2022-10-27 12:53:39.595509,78,786BDA84,39517,39.6133181,-105.0911845,1683.3,19.42,0.5
10.11.81.22,2022-10-27 12:53:39.686121,79,786BDA84,39617,39.6133355,-105.0911845,1683.3,19.36,0.3
10.11.81.22,2022-10-27 12:53:39.775971,80,786BDA84,39719,39.6133532,-105.0911842,1683.3,19.32,0.5
10.11.81.22,2022-10-27 12:53:39.875592,81,786BDA84,39818,39.6133706,-105.0911842,1683.3,19.44,0.3
10.11.81.22,2022-10-27 12:53:39.983633,82,786BDA84,39917,39.6133879,-105.091184,1683.3,19.38,0.4
10.11.81.22,2022-10-27 12:53:40.076213,83,786BDA84,40014,39.6134046,-105.0911839,1683.3,19.28,0.6
10.11.81.22,2022-10-27 12:53:40.183308,84,786BDA84,40119,39.6134229,-105.0911838,1683.3,19.34,0.4
10.11.81.22,2022-10-27 12:53:40.279213,85,786BDA84,40216,39.6134399,-105.0911836,1683.3,19.36,0.4
10.11.81.22,2022-10-27 12:53:40.375607,86,786BDA84,40216,39.6134399,-105.0911836,1683.3,19.36,0.4
10.11.81.22,2022-10-27 12:53:40.482948,87,786BDA84,40317,39.6134573,-105.0911835,1683.2,19.28,0.4
10.11.81.22,2022-10-27 12:53:40.519337,88,786BDA84,40417,39.6134747,-105.0911832,1683.2,19.3,0.5
10.11.81.22,2022-10-27 12:53:40.631272,89,786BDA84,40517,39.6134921,-105.0911832,1683.2,19.28,0.3
10.11.81.22,2022-10-27 12:53:40.726178,90,786BDA84,40617,39.6135093,-105.0911829,1683.2,19.18,0.5
10.11.81.22,2022-10-27 12:53:40.831729,91,786BDA84,40718,39.6135268,-105.0911828,1683.2,19.24,0.4
10.11.81.22,2022-10-27 12:53:40.935464,92,786BDA84,40816,39.6135439,-105.0911827,1683.2,19.26,0.4
10.11.81.22,2022-10-27 12:53:41.019621,93,786BDA84,40917,39.6135613,-105.0911825,1683.1,19.22,0.5
10.11.81.22,2022-10-27 12:53:41.129671,94,786BDA84,41014,39.6135781,-105.0911825,1683.1,19.18,0.5
10.11.81.22,2022-10-27 12:53:41.218564,95,786BDA84,41118,39.6135961,-105.0911822,1683.1,19.16,0.6
10.11.81.22,2022-10-27 12:53:41.318882,96,786BDA84,41217,39.6136132,-105.0911819,1683.1,19.18,0.6
10.11.81.22,2022-10-27 12:53:41.420014,97,786BDA84,41217,39.6136132,-105.0911819,1683.1,19.18,0.6
10.11.81.22,2022-10-27 12:53:41.529878,98,786BDA84,41318,39.6136307,-105.0911817,1683.1,19.18,0.7
10.11.81.22,2022-10-27 12:53:41.619087,99,786BDA84,41417,39.6136479,-105.0911816,1683.0,19.22,0.4
10.11.81.22,2022-10-27 12:53:41.718483,100,786BDA84,41517,39.6136651,-105.0911812,1683.0,19.16,0.6
10.11.81.22,2022-10-27 12:53:41.821508,101,786BDA84,41617,39.6136823,-105.0911812,1683.0,19.14,0.4
10.11.81.22,2022-10-27 12:53:41.821742,102,786BDA84,41718,39.6136997,-105.0911809,1683.0,19.08,0.6
